Loaded model from ./exp3 at epoch 100
train:epoch0 loss:2.3035730768223197
val:epoch130 acc:61.39 loss:1.06209381773502
train:epoch130 loss:1.027556022210997
train:epoch131 loss:1.029301192383377
train:epoch132 loss:1.0246717117878856
train:epoch133 loss:1.027142873223947
train:epoch134 loss:1.0243989378213882
train:epoch135 loss:1.0240845056820889
train:epoch136 loss:1.017274868731596
train:epoch137 loss:1.014027584876333
train:epoch138 loss:1.0169283473978237
train:epoch139 loss:1.0170729403593102
val:epoch140 acc:61.88 loss:1.0477639957319331
train:epoch140 loss:1.0098630150361938
train:epoch141 loss:1.011123657530668
train:epoch142 loss:1.0120040439829534
train:epoch143 loss:1.0069754716693138
train:epoch144 loss:1.0085081959865532
train:epoch145 loss:1.0035509555315485
train:epoch146 loss:1.0027176163026266
train:epoch147 loss:1.0008995572523194
train:epoch148 loss:1.0093847367228295
train:epoch149 loss:1.0037943240331144
val:epoch150 acc:62.86 loss:1.0365853596337233
train:epoch150 loss:0.9949109730671863
train:epoch151 loss:0.9989729773025123
train:epoch152 loss:0.9960437715053558
train:epoch153 loss:0.9946675224571812
train:epoch154 loss:0.9921246025027061
train:epoch155 loss:0.9887440970965794
train:epoch156 loss:0.9889737157797327
train:epoch157 loss:0.9868165738120371
train:epoch158 loss:0.9882411780406017
train:epoch159 loss:0.9885875774281365
val:epoch160 acc:62.5 loss:1.0386508597603328
train:epoch160 loss:0.9920047101925831
train:epoch161 loss:0.9864137793073848
train:epoch162 loss:0.9824615972382682
train:epoch163 loss:0.9892850636827702
train:epoch164 loss:0.9772110414140078
train:epoch165 loss:0.9778337877015678
train:epoch166 loss:0.975099005261246
train:epoch167 loss:0.9775791511851915
train:epoch168 loss:0.9702322705059635
train:epoch169 loss:0.975737672375173
val:epoch170 acc:63.52 loss:1.015923707545558
train:epoch170 loss:0.9725623069977274
train:epoch171 loss:0.9729177519983175
train:epoch172 loss:0.9733270473626195
train:epoch173 loss:0.9676190943134074
train:epoch174 loss:0.9723422052908917
train:epoch175 loss:0.9652735049627266
train:epoch176 loss:0.9667113399019047
train:epoch177 loss:0.961254990526608
train:epoch178 loss:0.9636763878622834
train:epoch179 loss:0.9656933953567427
val:epoch180 acc:64.25 loss:1.00542373068725
train:epoch180 loss:0.9650960403437517
train:epoch181 loss:0.9711216384050797
train:epoch182 loss:0.9613373690113729
train:epoch183 loss:0.9656562434167278
train:epoch184 loss:0.9561931977466661
train:epoch185 loss:0.9594638156039375
train:epoch186 loss:0.9613340919723317
train:epoch187 loss:0.9583189821973139
train:epoch188 loss:0.9554436699468263
train:epoch189 loss:0.953205370781373
val:epoch190 acc:64.56 loss:0.9994015867197061
train:epoch190 loss:0.9518976996139604
train:epoch191 loss:0.9511879211177632
train:epoch192 loss:0.9532178874526706
train:epoch193 loss:0.955643434913791
train:epoch194 loss:0.9521703379494804
train:epoch195 loss:0.949005806020328
train:epoch196 loss:0.9557451395964136
train:epoch197 loss:0.9449792406996902
train:epoch198 loss:0.9435963375227792
train:epoch199 loss:0.944233064748803
val:epoch200 acc:63.89 loss:1.0046789231179636
