Loaded model from ./exp2 at epoch 100
train:epoch0 loss:2.3025925646022873
val:epoch180 acc:64.61 loss:1.000243171106411
train:epoch180 loss:0.8785588875108835
train:epoch181 loss:0.8701669449100689
train:epoch182 loss:0.8691708360399518
train:epoch183 loss:0.8659580477646419
train:epoch184 loss:0.867928070985541
train:epoch185 loss:0.8642467108308053
train:epoch186 loss:0.8677902519702911
train:epoch187 loss:0.8606463640320058
train:epoch188 loss:0.861553398322086
train:epoch189 loss:0.8654027088564269
val:epoch190 acc:62.11 loss:1.0722070856939387
train:epoch190 loss:0.8504830255192153
train:epoch191 loss:0.8500390293038621
train:epoch192 loss:0.8494712613066848
train:epoch193 loss:0.8479800926787513
train:epoch194 loss:0.8424608096176264
train:epoch195 loss:0.8443929793275132
train:epoch196 loss:0.8407184429922883
train:epoch197 loss:0.8381246194547537
train:epoch198 loss:0.8389715211732047
train:epoch199 loss:0.8416029029354757
val:epoch200 acc:64.71 loss:1.001205987568143
