Loaded model from ./exp0 at epoch 100
train:epoch0 loss:2.3016185030645255
train:epoch169 loss:0.9614268732922417
val:epoch170 acc:59.39 loss:1.139291192157359
train:epoch170 loss:0.9507345289600139
train:epoch171 loss:0.9502584730484047
train:epoch172 loss:0.9535872142533867
train:epoch173 loss:0.9519685807884956
train:epoch174 loss:0.9462745113640415
train:epoch175 loss:0.9400278360259776
train:epoch176 loss:0.9456504574235605
train:epoch177 loss:0.937005316116372
train:epoch178 loss:0.9331670795776406
train:epoch179 loss:0.936403431150378
val:epoch180 acc:60.3 loss:1.1221704988539973
train:epoch180 loss:0.93075294214852
train:epoch181 loss:0.9231295929271348
train:epoch182 loss:0.928428152386023
train:epoch183 loss:0.9262058585882187
train:epoch184 loss:0.9247691789451911
train:epoch185 loss:0.9279495471594285
train:epoch186 loss:0.9306112847157887
train:epoch187 loss:0.9192079469865683
train:epoch188 loss:0.9153010285630518
train:epoch189 loss:0.9150020182132721
val:epoch190 acc:60.33 loss:1.119987233530117
train:epoch190 loss:0.9253383272764634
train:epoch191 loss:0.9212886773201884
train:epoch192 loss:0.9074334383619075
train:epoch193 loss:0.911688296770563
train:epoch194 loss:0.9143219629720766
train:epoch195 loss:0.9036355112888375
train:epoch196 loss:0.9054021102433302
train:epoch197 loss:0.8956454414494184
train:epoch198 loss:0.9072657054176136
train:epoch199 loss:0.90155043103257
val:epoch200 acc:60.72 loss:1.1138416053373603
